,x0,y0,size : 0,x1,y1,size : 1,x2,y2,size : 2,x3,y3,size : 3,x4,y4,size : 4,x5,y5,size : 5,x6,y6,size : 6
0,1143.975302696228,249.43519973754883,1.84150820882542e-06,1456.889009475708,221.02812385559082,2.0996424048210755e-06,1571.0948820114136,371.8526020050049,2.0588687680287586e-06,984.3845119476318,367.7444248199463,2.633421126232097e-06,636.2040462493896,231.64215278625488,2.7080190628683113e-06,1170.82470703125,427.1530456542969,2.2647556448316347e-06,1485.376621246338,466.29788398742676,1.9704998333497163e-06
1,1145.492431640625,249.27444458007812,,1456.7391605377197,221.3255558013916,,1571.3077726364136,372.7721881866455,,983.7646541595459,368.6005382537842,,635.65846824646,231.21045684814453,,1171.83447265625,426.79425048828125,,1487.169776916504,465.9092273712158,
2,1144.459228515625,249.12271118164062,,1457.146728515625,222.14022827148438,,1571.5467529296875,373.0207824707031,,983.1628303527832,368.5834732055664,,635.2688121795654,230.0415439605713,,1172.603759765625,427.4393615722656,,1487.8895072937012,467.0434341430664,
3,1145.1021337509155,248.21651077270508,,1458.1940593719482,221.46996879577637,,1571.265869140625,371.2071533203125,,983.523365020752,368.4090042114258,,634.817304611206,229.49755096435547,,1173.1387119293213,427.6738615036011,,1488.3749809265137,466.0477981567383,
4,1144.8575315475464,248.5837116241455,,1456.8960494995117,220.86898040771484,,1570.9588623046875,371.31060791015625,,983.701587677002,368.4211196899414,,634.855390548706,229.86248016357422,,1172.9422607421875,429.51123046875,,1488.0419521331787,465.60778617858887,
5,1146.8810386657715,249.1672878265381,,1456.5682067871094,220.50103759765625,,1571.3751220703125,371.3524475097656,,983.8950691223145,368.52652740478516,,634.9748973846436,230.20116424560547,,1173.5851135253906,429.7605667114258,,1487.7282466888428,466.4531707763672,
6,1147.464098930359,250.19122505187988,,1456.6374473571777,220.51287460327148,,1571.845248222351,371.1283588409424,,983.9823169708252,368.4687728881836,,634.8222484588623,229.30452728271484,,1173.2551574707031,430.4414749145508,,1488.748441696167,465.925329208374,
7,1147.0809316635132,249.9639720916748,,1456.5461387634277,220.46928024291992,,1572.794711112976,371.6471881866455,,984.2188549041748,368.1489772796631,,635.3229331970215,229.3967571258545,,1173.0680255889893,430.956787109375,,1489.0875549316406,466.703031539917,
8,1147.2760000228882,250.57694816589355,,1456.0302734375,220.27699279785156,,1572.7559041976929,371.65336990356445,,983.7747039794922,368.23727798461914,,635.507360458374,230.9716796875,,1173.7688312530518,430.8396301269531,,1488.9045715332031,466.4948101043701,
9,1146.4774160385132,250.877347946167,,1456.3394737243652,219.47587203979492,,1572.7001180648804,371.5841255187988,,984.2574615478516,367.7362575531006,,635.5795707702637,230.33116912841797,,1176.4148273468018,430.3028869628906,,1490.1530780792236,466.5276985168457,
10,1146.3695058822632,252.82403373718262,,1457.167236328125,220.02516174316406,,1572.1949911117554,371.7133674621582,,984.234561920166,368.66511154174805,,635.5916862487793,229.9960422515869,,1176.0982990264893,430.2502136230469,,1489.2932395935059,466.7279396057129,
11,1146.8565492630005,253.0557460784912,,1457.0579795837402,220.13474655151367,,1571.9366779327393,372.6906452178955,,983.5216789245605,368.14118003845215,,636.5697135925293,233.1732120513916,,1174.920560836792,430.376501083374,,1489.3096942901611,468.0529670715332,
12,1148.9998598098755,252.65415000915527,,1457.6326541900635,220.56348609924316,,1572.3041095733643,373.79431343078613,,983.3998985290527,367.03564071655273,,636.5301856994629,231.9682903289795,,1175.2248573303223,432.0565700531006,,1488.8688011169434,468.02344131469727,
13,1149.9257383346558,253.09326171875,,1458.0159549713135,221.1225528717041,,1572.2329092025757,373.33968925476074,,983.5803699493408,366.56640815734863,,637.8152484893799,232.56454467773438,,1174.5283489227295,431.62811851501465,,1489.3603229522705,467.23225021362305,
14,1150.3882627487183,252.46847534179688,,1457.3470096588135,220.6529941558838,,1571.6555166244507,372.82626152038574,,983.9610710144043,367.9804439544678,,636.9864521026611,232.12904357910156,,1174.2246131896973,432.27098655700684,,1489.7303466796875,467.27464485168457,
15,1151.0887413024902,251.35453414916992,,1457.918420791626,220.95211219787598,,1571.9895009994507,372.63329887390137,,984.146915435791,368.5188407897949,,637.0976276397705,230.83720207214355,,1172.2791786193848,432.5107021331787,,1489.066499710083,465.9967155456543,
16,1150.8627891540527,251.29873275756836,,1458.5603523254395,222.10676956176758,,1572.6937580108643,372.1593952178955,,984.462718963623,369.71698570251465,,636.8708400726318,232.56238555908203,,1171.8985919952393,432.91107177734375,,1489.2147998809814,467.4898624420166,
17,1152.4106187820435,250.72714805603027,,1458.4821395874023,222.22762298583984,,1572.7862539291382,371.84533500671387,,984.6479949951172,369.4930725097656,,638.1083736419678,233.87907791137695,,1172.9999103546143,434.0173034667969,,1489.309404373169,467.617395401001,
18,1152.514988899231,251.40842247009277,,1457.9914207458496,222.4483299255371,,1572.2888507843018,372.16955757141113,,985.1118011474609,369.65625381469727,,637.8272018432617,233.03411483764648,,1173.1339435577393,432.39459228515625,,1490.7951374053955,468.0719108581543,
19,1153.047215461731,251.3223171234131,,1458.517421722412,222.69504928588867,,1571.8476552963257,371.82259941101074,,984.814811706543,369.3381595611572,,638.4605464935303,232.36356353759766,,1172.5782508850098,432.5571804046631,,1492.0665283203125,467.66832160949707,
20,1151.608983039856,250.7594051361084,,1458.0539016723633,222.98377227783203,,1571.2006826400757,373.91305351257324,,984.7178268432617,368.9147891998291,,638.4021873474121,231.3614730834961,,1173.0066890716553,432.26170349121094,,1490.7698001861572,467.84457778930664,
21,1153.1071815490723,250.24637985229492,,1457.6040019989014,223.34844779968262,,1571.0423574447632,373.2223491668701,,984.5154342651367,369.7912845611572,,637.8770084381104,231.37300872802734,,1172.5322017669678,430.94126892089844,,1493.0010032653809,468.2612247467041,
22,1152.5661659240723,249.4013786315918,,1458.4285106658936,222.97981071472168,,1571.0626211166382,372.1958599090576,,984.1832885742188,369.79004859924316,,637.3917541503906,231.2090892791748,,1172.218240737915,431.53375816345215,,1492.0213603973389,466.42295837402344,
23,1151.9460487365723,248.99270248413086,,1458.248893737793,222.3537826538086,,1571.3858633041382,372.4033794403076,,984.2430839538574,369.2310199737549,,636.2597961425781,230.65604972839355,,1171.4695835113525,431.26972007751465,,1491.0015563964844,465.9358310699463,
24,1152.6633043289185,248.8124599456787,,1458.3356189727783,222.15152168273926,,1571.4608144760132,372.7150249481201,,983.9998683929443,369.61974334716797,,636.1693420410156,231.47083854675293,,1171.707233428955,430.823543548584,,1491.4903259277344,466.73447608947754,
25,1151.7439517974854,248.11998176574707,,1458.8427352905273,221.79976654052734,,1571.4653310775757,372.41637992858887,,984.4356498718262,368.8346881866455,,635.2501525878906,231.72530937194824,,1172.7549629211426,430.998104095459,,1492.4870300292969,466.7295627593994,
26,1150.7017154693604,247.3747730255127,,1459.5952949523926,221.59352493286133,,1571.7785634994507,372.3274211883545,,984.9813041687012,368.73477363586426,,634.9858322143555,232.05791473388672,,1172.5560092926025,431.79620933532715,,1492.7106628417969,467.06714820861816,
27,1149.828598022461,247.2981243133545,,1458.5169296264648,221.23033905029297,,1572.6876544952393,372.5291156768799,,985.2511978149414,369.31336975097656,,636.3270893096924,231.59642219543457,,1170.7367916107178,432.2943572998047,,1493.1033916473389,466.75596618652344,
28,1149.7306451797485,247.10319709777832,,1458.3787746429443,221.54465293884277,,1572.1030597686768,372.6020221710205,,983.8748569488525,369.32818603515625,,636.2904281616211,232.18674278259277,,1171.0452632904053,431.28074645996094,,1491.6918926239014,466.49864196777344,
29,1148.000054359436,246.19937324523926,,1458.0940780639648,222.30464935302734,,1571.4044513702393,372.7959613800049,,984.1301002502441,369.86024284362793,,636.112455368042,232.38723373413086,,1170.4488124847412,431.51022148132324,,1491.6248760223389,466.5526580810547,
30,1146.0402784347534,246.99251747131348,,1457.8299179077148,221.49718475341797,,1571.4538564682007,373.245512008667,,984.0162124633789,370.47175216674805,,635.4567184448242,232.69020652770996,,1172.7535209655762,431.09171295166016,,1491.6879863739014,466.57432556152344,
31,1145.1838331222534,247.82349586486816,,1458.9023342132568,221.17748069763184,,1571.6532306671143,372.3430805206299,,984.1761531829834,370.29264640808105,,636.361328125,232.9453887939453,,1172.8328456878662,430.38964653015137,,1491.4917907714844,466.1566562652588,
32,1144.9659252166748,248.99685287475586,,1459.0727443695068,220.29355430603027,,1572.1231679916382,371.810209274292,,984.2706966400146,370.2917308807373,,636.7584838867188,235.5607147216797,,1173.5312252044678,430.13731384277344,,1491.9507751464844,466.8386631011963,
33,1145.6857862472534,249.4511203765869,,1458.7357635498047,220.270751953125,,1571.6779775619507,372.19381523132324,,984.7568111419678,369.8964500427246,,636.9057846069336,234.68217849731445,,1173.4697303771973,430.3661403656006,,1492.6299743652344,468.7799777984619,
34,1145.080683708191,248.1413516998291,,1459.5820770263672,220.42164611816406,,1572.9309072494507,371.7974224090576,,984.9869747161865,370.38662338256836,,635.5842113494873,233.59060859680176,,1173.247220993042,430.4105281829834,,1492.1646423339844,469.31336402893066,
